"施設名称","所在地","施設名かな","カテゴリ","分類","TEL","FAX","URL","URL2","バリアフリー情報","詳細情報","備考","経度","緯度","分類"
"滝川幼稚園","大阪市北区天満1-24-15","たきがわようちえん","学校・保育所","幼稚園","06-6351-4565","06-6351-9709","https://kindergarten.city-osaka.ed.jp/2780011","","","","","135.5194256","34.6957992600006","幼稚園"
"中大淀幼稚園","大阪市北区大淀中4-10-21","なかおおよどようちえん","学校・保育所","幼稚園","06-6458-9300","06-6452-3875","https://kindergarten.city-osaka.ed.jp/2780012","","","","","135.482078900002","34.7038495900009","幼稚園"
"堀川小学校","北区東天満2-10-7","ほりかわしょうがっこう","学校・保育所","小学校","06-6358-3336","","http://swa.city-osaka.ed.jp/swas/index.php?id=e511001","","","","","135.513106","34.6981580000003","小学校"
"西天満小学校","北区西天満3-12-21","にしてんましょうがっこう","学校・保育所","小学校","06-6364-2222","","http://swa.city-osaka.ed.jp/swas/index.php?id=e511002","","","","","135.506753","34.6966600000004","小学校"
"菅北小学校","北区菅栄町9-5","かんぼくしょうがっこう","学校・保育所","小学校","06-6358-1851","","http://swa.city-osaka.ed.jp/swas/index.php?id=e511007","","","","","135.513725","34.7085190000003","小学校"
"豊崎東小学校","北区長柄中2-3-30","とよさきひがししょうがっこう","学校・保育所","小学校","06-6351-4920","","http://swa.city-osaka.ed.jp/swas/index.php?id=e511010","","","","","135.515375","34.7134330000003","小学校"
"豊崎本庄小学校","北区本庄西2-1-16","とよさきほんじょうしょうがっこう","学校・保育所","小学校","06-6371-0638","","http://swa.city-osaka.ed.jp/swas/index.php?id=e511011","","","","","135.505958","34.7127660000003","小学校"
"中津小学校","北区中津3-34-18","なかつしょうがっこう","学校・保育所","小学校","06-6371-2047","","http://swa.city-osaka.ed.jp/swas/index.php?id=e511012","","","","","135.493946000001","34.7134640000004","小学校"
"大淀小学校","北区大淀中4-10-33","おおよどしょうがっこう","学校・保育所","小学校","06-6451-3400","","http://swa.city-osaka.ed.jp/swas/index.php?id=e511013","","","","","135.482700000001","34.7036850000004","小学校"
"豊仁小学校","北区長柄西2-6-20","ほうじんしょうがっこう","学校・保育所","小学校","06-6351-0500","","http://swa.city-osaka.ed.jp/swas/index.php?id=e511015","","","","","135.513933","34.7167440000003","小学校"
"豊崎小学校","北区豊崎4-5-9","とよさきしょうがっこう","学校・保育所","小学校","06-6371-0006","","http://swa.city-osaka.ed.jp/swas/index.php?id=e511016","","","","","135.500364","34.7123810000004","小学校"
"北稜中学校","北区天満橋1-1-58","ほくりょうちゅうがっこう","学校・保育所","中学校","06-6351-4259","","http://swa.city-osaka.ed.jp/swas/index.php?id=j512001","","","","","135.520744","34.6986350000003","中学校"
"大淀中学校","北区大淀中2-1-11","おおよどちゅうがっこう","学校・保育所","中学校","06-6458-6991","","http://swa.city-osaka.ed.jp/swas/index.php?id=j512004","","","","","135.486533000001","34.7036850000004","中学校"
"豊崎中学校","北区本庄東3-4-8","とよさきちゅうがっこう","学校・保育所","中学校","06-6371-7452","","swa.city-osaka.ed.jp/swas/index.php?id=j512005","","","","","135.508932","34.7161500000003","中学校"
"新豊崎中学校","北区長柄東2-2-30","しんとよさきちゅうがっこう","学校・保育所","中学校","06-6353-6632","","http://swa.city-osaka.ed.jp/swas/index.php?id=j512006","","","","","135.517446","34.7134350000003","中学校"
"天満中学校","北区神山町12-9","てんまちゅうがっこう","学校・保育所","中学校","06-6313-3717","","http://swa.city-osaka.ed.jp/swas/index.php?id=j512000","","","","","135.506758","34.7032310000004","中学校"
"中津支援学校","大阪市北区中津2-2-22","なかつしえんがっこう","学校・保育所","その他学校","06-6372-8256","","","","","","","135.496911300001","34.7134470000008","その他学校"
"大淀保育所","大阪市北区大淀中4-9-11","おおよどほいくしょ","学校・保育所","保育所","06-6458-6200","06-6458-6200","http://www.city.osaka.lg.jp/kodomo/page/0000002800.html","","","","","135.481940000002","34.7029100000008","保育所"
"丸山小学校","阿倍野区丸山通1-4-43","まるやましょうがっこう","学校・保育所","小学校","06-6661-6731","","https://swa.city-osaka.ed.jp/weblog/index.php?id=e711603","","","","","135.508525","34.6369610000003","小学校"
"苗代小学校","阿倍野区阪南町1-26-30","なわしろしょうがっこう","学校・保育所","小学校","06-6622-5403","","","","","","","135.516358","34.6357100000003","小学校"
"阿倍野小学校","阿倍野区阪南町2-17-21","あべのしょうがっこう","学校・保育所","小学校","06-6622-0526","","http://swa.city-osaka.ed.jp/swas/index.php?id=e711605","","","","","135.512996","34.6322660000003","小学校"
"山之内保育園","大阪市住吉区山之内4-2-23","やまのうちほいくえん","学校・保育所","保育所","06-6695-4677","06-6695-2451","http://www.city.osaka.lg.jp/kodomo/page/0000002800.html","","","","","135.502281100001","34.5903793900008","保育所"
"認定こども園　藤こども園","大阪市住吉区山之内元町6-2","にんていこどもえん　ふじこどもえん","学校・保育所","保育所","06-6697-2131","06-6697-2130","http://www.city.osaka.lg.jp/kodomo/page/0000002800.html","","","","","135.5040967","34.5973059000006","保育所"
"大阪公立大学「杉本キャンパス」","大阪市住吉区杉本3丁目3番138号","おおさかこうりつだいがく「すぎもときゃんぱす」","学校・保育所","大学","06-6605-2011","","https://www.omu.ac.jp/","","https://www.osaka-heartfulweb.jp/210401.html","","","135.5050561","34.5906062000004","大学"
"ひまわり保育園","大阪市住吉区清水丘2-10-34","ひまわりほいくえん","学校・保育所","保育所","06-6678-6760","06-4703-3678","http://www.city.osaka.lg.jp/kodomo/page/0000002800.html","","","","","135.492672200002","34.6007969000008","保育所"
"南大江小学校","中央区農人橋1-3-3","みなみおおえしょうがっこう","学校・保育所","小学校","06-6942-0501","","http://swa.city-osaka.ed.jp/swas/index.php?id=e551121","","","","","135.514807","34.6803030000003","小学校"
"我孫子南中学校","住吉区浅香1-8-55","あびこみなみちゅうがっこう","学校・保育所","中学校","06-6698-6310","","http://swa.city-osaka.ed.jp/swas/index.php?id=j732667","","","","","135.511111","34.5932110000003","中学校"
"大領乳児保育園","大阪市住吉区大領1-2-14","たいりょうにゅうじほいくえん","学校・保育所","保育所","06-6691-2012","06-6691-2012","http://www.city.osaka.lg.jp/kodomo/page/0000002800.html","","","","","135.5078111","34.6200080000006","保育所"
"大領保育園","大阪市住吉区大領1-3-30","たいりょうほいくえん","学校・保育所","保育所","06-6691-1601","06-6691-6121","http://www.city.osaka.lg.jp/kodomo/page/0000002800.html","","","","","135.5079532","34.6197440000007","保育所"
"大阪学芸中等教育学校","住吉区長居1-5-8","おおさかがくげいちゅうとうきょういくがっこう","学校・保育所","中学校","06-6694-8411","","https://www.osakagakugei.ac.jp/secondary/","","","","","135.512775","34.6162110000003","中学校"
"建国小学校","住吉区遠里小野2-3-13","けんこくしょうがっこう","学校・保育所","小学校","06-6691-1231","06-6606-4808","https://keonguk.ac.jp/primary/","","","","","135.498911","34.5968780000004","小学校"
"長居保育園","大阪市住吉区長居東4-11-16","ながいほいくえん","学校・保育所","保育所","06-6691-3669","06-6691-8292","http://www.city.osaka.lg.jp/kodomo/page/0000002800.html","","","","","135.5129827","34.6085331000006","保育所"
"長居保育園乳児センター","大阪市住吉区長居東4-11-15","ながいほいくえんにゅうじせんたー","学校・保育所","保育所","06-6691-3669","06-6691-8292","http://www.city.osaka.lg.jp/kodomo/page/0000002800.html","","","","","135.5129692","34.6086529000006","保育所"
"住吉幼稚園","大阪市住吉区帝塚山西4-2-37","すみよしようちえん","学校・保育所","幼稚園","06-6671-4459","06-6671-4472","https://kindergarten.city-osaka.ed.jp/2780053","","","","","135.496678000001","34.6169524900008","幼稚園"
"帝塚山学院小学校","住吉区帝塚山中3-10-51","てづかやまがくいんしょうがっこう","学校・保育所","小学校","06-6672-1154","06-6672-1124","https://www.tezukayama.ac.jp/grade_school/","","","","","135.498357","34.6206410000004","小学校"
"中央小学校","中央区瓦屋町2-8-4","ちゅうおうしょうがっこう","学校・保育所","小学校","06-6761-6121","","http://swa.city-osaka.ed.jp/swas/index.php?id=e551133","","","","","135.512725","34.6710800000003","小学校"
"東中学校","中央区大手前4-1-5","ひがしちゅうがっこう","学校・保育所","中学校","06-6941-0195","","http://swa.city-osaka.ed.jp/swas/index.php?id=j552120","","","","","135.518066","34.6828830000003","中学校"
"住吉乳児保育所","大阪市住吉区帝塚山東5-5-16","すみよしにゅうじほいくしょ","学校・保育所","保育所","06-6672-3831","06-6672-3782","http://www.city.osaka.lg.jp/kodomo/page/0000002800.html","","","","","135.497920000001","34.6144430100004","保育所"
"住吉保育所","大阪市住吉区帝塚山東5-9-4","すみよしほいくしょ","学校・保育所","保育所","06-6678-7031","06-6678-7190","http://www.city.osaka.lg.jp/kodomo/page/0000002800.html","","","","","135.497920000001","34.6125209300008","保育所"
"墨江幼稚園","大阪市住吉区墨江2-3-17","すみえようちえん","学校・保育所","幼稚園","06-6671-6516","06-6671-6598","https://kindergarten.city-osaka.ed.jp/2780054","","","","","135.496133800001","34.6074492600008","幼稚園"
"中大江小学校","中央区糸屋町2-3-14","なかおおえしょうがっこう","学校・保育所","小学校","06-6942-0221","","http://swa.city-osaka.ed.jp/swas/index.php?id=e551122","","","","","135.512128","34.6852630000003","小学校"
"万領保育所","大阪市住吉区万代東4-1-29","まんりょうほいくしょ","学校・保育所","保育所","06-6694-1623","06-6694-1623","http://www.city.osaka.lg.jp/kodomo/page/0000002800.html","","","","","135.50278","34.6138212700006","保育所"
"こぐま保育園","大阪市住吉区殿辻1-6-15","こぐまほいくえん","学校・保育所","保育所","06-6694-9192","06-6691-0703","http://www.city.osaka.lg.jp/kodomo/page/0000002800.html","","","","","135.499400100001","34.6058500000007","保育所"
"御幣島小学校","西淀川区御幣島3-5-5","みてじましょうがっこう","学校・保育所","小学校","０６－６４７５－７１１１","","http://swa.city-osaka.ed.jp/swas/index.php?id=e631373","","","","","135.456425000001","34.7172050000005","小学校"
"墨江小学校","住吉区墨江2-3-46","すみえしょうがっこう","学校・保育所","小学校","06-6678-7601","","http://swa.city-osaka.ed.jp/swas/index.php?id=e731664","","","","","135.495278000001","34.6080240000004","小学校"
"清水丘小学校","住吉区清水丘2-9-41","しみずがおかしょうがっこう","学校・保育所","小学校","06-6673-1101","","http://swa.city-osaka.ed.jp/swas/index.php?id=e731666","","","","","135.492416000001","34.6019610000004","小学校"
"遠里小野小学校","住吉区遠里小野6-6-27","おりおのしょうがっこう","学校・保育所","小学校","06-6692-5671","","http://swa.city-osaka.ed.jp/swas/index.php?id=e731665","","","","","135.495","34.5975920000004","小学校"
"東粉浜小学校","住吉区東粉浜2-3-26","ひがしこはましょうがっこう","学校・保育所","小学校","06-6672-0313","","http://swa.city-osaka.ed.jp/swas/index.php?id=e731660","","","","","135.494522000001","34.6196300000004","小学校"
"住吉小学校","住吉区帝塚山西4-1-35","すみよししょうがっこう","学校・保育所","小学校","06-6672-6001","","http://swa.city-osaka.ed.jp/swas/index.php?id=e731661","","","","","135.496275","34.6179600000004","小学校"
"大領小学校","住吉区大領3-3-5","だいりょうしょうがっこう","学校・保育所","小学校","06-6694-1100","","http://swa.city-osaka.ed.jp/swas/index.php?id=e731668","","","","","135.507497","34.6156820000003","小学校"
"長居小学校","住吉区長居東3-3-40","ながいしょうがっこう","学校・保育所","小学校","06-6698-8787","","http://swa.city-osaka.ed.jp/swas/index.php?id=e731662","","","","","135.513917","34.6087110000003","小学校"
"依羅小学校","住吉区我孫子4-11-48","よさみしょうがっこう","学校・保育所","小学校","06-6691-0771","","http://swa.city-osaka.ed.jp/swas/index.php?id=e731663","","","","","135.508183","34.5969320000003","小学校"
"南住吉小学校","住吉区南住吉3-5-1","みなみすみよししょうがっこう","学校・保育所","小学校","06-6693-3941","","http://swa.city-osaka.ed.jp/swas/index.php?id=e731667","","","","","135.502853","34.6049300000004","小学校"
"苅田小学校","住吉区苅田3-5-34","かりたしょうがっこう","学校・保育所","小学校","06-6699-2901","","http://swa.city-osaka.ed.jp/swas/index.php?id=e731669","","","","","135.516178","34.6019500000003","小学校"
"高津小学校","中央区高津3-4-21","こうづしょうがっこう","学校・保育所","小学校","06-6643-2701","","","","","","","135.510574","34.6658070000003","小学校"
"南小学校","中央区東心斎橋1-14-29","みなみしょうがっこう","学校・保育所","小学校","06-6252-6825","","","","","","","135.504166","34.6732380000003","小学校"
"開平小学校","中央区今橋1-5-7","かいへいしょうがっこう","学校・保育所","小学校","06-6203-4212","","http://swa.city-osaka.ed.jp/swas/index.php?id=e551132","","","","","135.508391","34.6904380000003","小学校"
"南中学校","中央区島之内1-10-23","みなみちゅうがっこう","学校・保育所","中学校","06-6271-1456","","","","","","","135.508728","34.6739140000003","中学校"
"上町中学校","中央区上本町西3-2-30","うえまちちゅうがっこう","学校・保育所","中学校","06-6762-6556","","http://swa.city-osaka.ed.jp/swas/index.php?id=j552123","","","","","135.518383","34.6722960000003","中学校"
"苅田南小学校","住吉区苅田10-1-35","かりたみなみしょうがっこう","学校・保育所","小学校","06-6607-0511","","http://swa.city-osaka.ed.jp/swas/index.php?id=e731671","","","","","135.513806","34.5945720000003","小学校"
"苅田北小学校","住吉区苅田1-11-39","かりたきたしょうがっこう","学校・保育所","小学校","06-6697-2224","","http://swa.city-osaka.ed.jp/swas/index.php?id=e731672","","","","","135.520744","34.6038420000003","小学校"
"山之内小学校","住吉区山之内2-17-39","やまのうちしょうがっこう","学校・保育所","小学校","06-6693-0001","","http://swa.city-osaka.ed.jp/swas/index.php?id=e731670","","","","","135.500135","34.5965430000004","小学校"
"大阪府立阪南高等学校","住吉区庭井2-18-81","おおさかふりつはんなんこうとうがっこう","学校・保育所","高等学校","06-6692-0356","06-6692-3202","https://www2.osaka-c.ed.jp/hannan/","","","","","135.517277","34.5953500000003","高等学校"
"大阪府教育センター附属高等学校（旧・大阪府立大和川高等学校）","住吉区苅田4-1-72","おおさかふきょういくせんたーふぞくこうとうがっこう","学校・保育所","高等学校","06-6692-0006","06-6692-2560","https://www.osaka-c.ed.jp/partner/","","","","","135.521778","34.6019890000003","高等学校"
"墨江丘中学校","住吉区墨江4-15-34","すみえがおかちゅうがっこう","学校・保育所","中学校","06-6674-3612","","http://swa.city-osaka.ed.jp/swas/index.php?id=j732665","","","","","135.494497","34.6061280000004","中学校"
"住吉中学校","住吉区帝塚山西3-5-6","すみよしちゅうがっこう","学校・保育所","中学校","06-6672-3115","","http://swa.city-osaka.ed.jp/swas/index.php?id=j732662","","","","","135.495258000001","34.6188470000004","中学校"
"大領中学校","住吉区大領4-3-25","だいりょうちゅうがっこう","学校・保育所","中学校","06-6694-3743","","http://swa.city-osaka.ed.jp/swas/index.php?id=j732666","","","","","135.507385","34.6134880000004","中学校"
"三稜中学校","住吉区千躰1-5-22","さんりょうちゅうがっこう","学校・保育所","中学校","06-6691-2131","","http://swa.city-osaka.ed.jp/swas/index.php?id=j732660","","","","","135.499772","34.6073630000004","中学校"
"大和川中学校","住吉区遠里小野2-11-4","やまとがわちゅうがっこう","学校・保育所","中学校","06-6694-0005","","http://swa.city-osaka.ed.jp/swas/index.php?id=j732663","","","","","135.496877000001","34.5976190000004","中学校"
"大空小学校","住吉区我孫子西1-6-12","おおぞらしょうがっこう","学校・保育所","小学校","06-6606-7181","","http://swa.city-osaka.ed.jp/swas/index.php?id=e731673","","","","","135.508265","34.6057820000003","小学校"
"愛珠幼稚園","大阪市中央区今橋3-1-11","あいしゅようちえん","学校・保育所","幼稚園","06-6231-0481","06-6231-5340","https://kindergarten.city-osaka.ed.jp/2780018","","","","","135.5028488","34.6913211700007","幼稚園"
"南大江保育所","大阪市中央区農人橋1-1-2","みなみおおえほいくしょ","学校・保育所","保育所","06-6942-0590","06-6942-0590","http://www.city.osaka.lg.jp/kodomo/page/0000002800.html","","","","","135.51597","34.6805662500006","保育所"
"玉造幼稚園","大阪市中央区玉造1-9-10","たまつくりようちえん","学校・保育所","幼稚園","06-6761-6120","06-6765-2494","https://kindergarten.city-osaka.ed.jp/2780020","","","","","135.53076","34.6759800000006","幼稚園"
"中大江幼稚園","大阪市中央区南新町2-4-8","なかおおえようちえん","学校・保育所","幼稚園","06-6941-5903","06-6941-0361","https://kindergarten.city-osaka.ed.jp/2780021","","","","","135.51244","34.6848400000006","幼稚園"
"桃園幼稚園","大阪市中央区谷町6-5-34","とうえんようちえん","学校・保育所","幼稚園","06-6761-4908","06-6765-2049","https://kindergarten.city-osaka.ed.jp/2780022","","","","","135.516084","34.6747978900006","幼稚園"
"南幼稚園","大阪市中央区南船場3-2-19","みなみようちえん","学校・保育所","幼稚園","06-6251-2907","06-6251-3019","https://kindergarten.city-osaka.ed.jp/2780023","","","","","135.502521","34.6769372100006","幼稚園"
"銅座幼稚園","大阪市中央区内久宝寺町1-1-4","どうざようちえん","学校・保育所","幼稚園","06-6762-1172","06-6765-3379","https://kindergarten.city-osaka.ed.jp/2780019","","","","","135.5184873","34.6775330800007","幼稚園"
"扇町小学校","北区扇町2-7-24","おうぎまちしょうがっこう","学校・保育所","小学校","06-6363-0192","","http://swa.city-osaka.ed.jp/swas/index.php?id=e511017","","","","","135.506778","34.7047780000003","小学校"
"今市中学校","旭区大宮5-13-40","いまいちちゅうがっこう","学校・保育所","中学校","06-6952-0371","","http://swa.city-osaka.ed.jp/swas/index.php?id=j682513","","","","","135.54991","34.7323500000002","中学校"
"常翔学園高等学校","旭区大宮5-16-1","じょうしょうがくえんこうとうがっこう","学校・保育所","高等学校","06-6954-4435","","https://www.highs.josho.ac.jp/","","","","","135.545609","34.7312640000002","高等学校"
"大阪工業大学","大阪市旭区大宮5-16-1","おおさかこうぎょうだいがく","学校・保育所","大学","06-6954-4097","","http://www.oit.ac.jp/","","","","","135.543897","34.7310218000004","大学"
"大宮西小学校","旭区中宮1-8-14","おおみやにししょうがっこう","学校・保育所","小学校","06-6953-0800","","http://swa.city-osaka.ed.jp/swas/index.php?id=e681514","","","","","135.54166","34.7228210000003","小学校"
"大宮第1保育所","大阪市旭区中宮2-22-22","おおみやだい１ほいくしょ","学校・保育所","保育所","06-6951-3998","06-6951-3998","http://www.city.osaka.lg.jp/kodomo/page/0000002800.html","","","","","135.54306","34.7236200000004","保育所"
"大宮中学校","旭区中宮4-7-11","おおみやちゅうがっこう","学校・保育所","中学校","06-6952-0435","","http://swa.city-osaka.ed.jp/swas/index.php?id=j682511","","","","","135.541221","34.7266780000003","中学校"
"四貫島小学校","此花区四貫島2-16-29","しかんじましょうがっこう","学校・保育所","小学校","6468-5451","","http://swa.city-osaka.ed.jp/swas/index.php?id=e541091","","","","","135.454269000001","34.6851220000005","小学校"
"春日出小学校","此花区春日出中1-13-23","かすがでしょうがっこう","学校・保育所","小学校","6461-2606","","","","","","","135.452328000001","34.6801560000005","小学校"
"春日出中学校","此花区春日出南1-2-8","かすがでちゅうがっこう","学校・保育所","中学校","6468-7371","","","","","","","135.457410000001","34.6788780000005","中学校"
"梅香中学校","此花区春日出北3-12-24","ばいかちゅうがっこう","学校・保育所","中学校","6462-2171","","http://swa.city-osaka.ed.jp/swas/index.php?id=j542091","","","","","135.445022000001","34.6816250000006","中学校"
"西九条保育所","大阪市此花区西九条1-7-14","にしくじょうほいくしょ","学校・保育所","保育所","06-6461-5329","06-6461-5329","http://www.city.osaka.lg.jp/kodomo/page/0000002800.html","","","","","135.468715940002","34.6829153800009","保育所"
"波除小学校","港区波除3-6-8","なみよけしょうがっこう","学校・保育所","小学校","06-6583-4000","","","","","","","135.462558000001","34.6719530000005","小学校"
"八幡屋保育所","大阪市港区八幡屋3-11-6","やはたやほいくしょ","学校・保育所","保育所","06-6571-0204","06-6571-0204","http://www.city.osaka.lg.jp/kodomo/page/0000002800.html","","","","","135.444898170002","34.6539285000011","保育所"
"八幡屋小学校","港区八幡屋3-3-5","やはたやしょうがっこう","学校・保育所","小学校","06-6571-0013","","","","","","","135.446216000001","34.6551270000005","小学校"
"弁天小学校","港区弁天2-9-35","べんてんしょうがっこう","学校・保育所","小学校","06-6573-5812","","","","","","","135.455558000001","34.6686690000005","小学校"
"高見小学校","此花区高見1-3-35","たかみしょうがっこう","学校・保育所","小学校","6468-5721","","","","","","","135.460324000001","34.6905530000005","小学校"
"此花中学校","此花区高見2-14-31","このはなちゅうがっこう","学校・保育所","中学校","6468-7241","","","","","","","135.455132000001","34.6900960000005","中学校"
"高見町保育所","大阪市此花区高見3-1-4","たかみちょうほいくしょ","学校・保育所","保育所","06-6461-5610","06-6461-5610","http://www.city.osaka.lg.jp/kodomo/page/0000002800.html","","","","","135.457640000002","34.691111720001","保育所"
"玉造小学校","中央区玉造2-3-43","たまつくりしょうがっこう","学校・保育所","小学校","06-6941-1012","","","","","","","135.529642","34.6786470000003","小学校"
"阿倍野中学校","阿倍野区昭和町3-2-4","あべのちゅうがっこう","学校・保育所","中学校","06-6628-0505","","http://swa.city-osaka.ed.jp/swas/index.php?id=j712604","","","","","135.518386","34.6295710000003","中学校"
"常盤小学校","阿倍野区松崎町3-11-12","ときわしょうがっこう","学校・保育所","小学校","06-6623-0424","06-6623-0425","http://swa.city-osaka.ed.jp/swas/index.php?id=e711601","","","","","135.517136","34.6413770000003","小学校"
"常盤幼稚園","大阪市阿倍野区松崎町3-11-35","ときわようちえん","学校・保育所","幼稚園","06-6621-4413","06-6621-1813","https://kindergarten.city-osaka.ed.jp/2780051","","","","","135.51627","34.6413300000006","幼稚園"
"松虫中学校","阿倍野区松虫通3-4-45","まつむしちゅうがっこう","学校・保育所","中学校","06-6661-6681","","http://swa.city-osaka.ed.jp/swas/index.php?id=j712603","","","","","135.505108","34.6350810000004","中学校"
"晴明丘小学校","阿倍野区晴明通10-34","せいめいがおかしょうがっこう","学校・保育所","小学校","06-6661-8526","","http://swa.city-osaka.ed.jp/swas/index.php?id=e711604","","","","","135.504319","34.6321860000004","小学校"
"長池小学校","阿倍野区長池町20-26","ながいけしょうがっこう","学校・保育所","小学校","06-6622-6445","","http://swa.city-osaka.ed.jp/swas/index.php?id=e711607","","","","","135.517347","34.6227460000003","小学校"
"晴明丘南小学校","阿倍野区帝塚山1-23-8","せいめいがおかみなみしょうがっこう","学校・保育所","小学校","06-6661-6543","","http://swa.city-osaka.ed.jp/swas/index.php?id=e711609","","","","","135.496633000001","34.6241000000004","小学校"
"高松小学校","阿倍野区天王寺町北3-17-19","たかまつしょうがっこう","学校・保育所","小学校","06-6713-2381","","http://swa.city-osaka.ed.jp/swas/index.php?id=e711600","","","","","135.525192","34.6438210000003","小学校"
"西九条小学校","此花区西九条4-3-41","にしくじょうしょうがっこう","学校・保育所","小学校","6468-3731","","http://swa.city-osaka.ed.jp/swas/index.php?id=e541090","","","","","135.464644000001","34.6825930000005","小学校"
"伝法小学校","此花区伝法3-13-10","でんぽうしょうがっこう","学校・保育所","小学校","6461-0016","","","","","","","135.451411000001","34.6899860000005","小学校"
"伝法幼稚園","大阪市此花区伝法4-4-35","でんぽうようちえん","学校・保育所","幼稚園","06-6461-0480","06-6461-0803","https://kindergarten.city-osaka.ed.jp/2780017","","","","","135.451976200002","34.688352880001","幼稚園"
"勢至学園保育所","大阪市此花区伝法5-7-4","せいしがくえんほいくしょ","学校・保育所","保育所","06-6465-7227","06-6465-7227","http://www.city.osaka.lg.jp/kodomo/page/0000002800.html","","","","","135.447606000002","34.687978100001","保育所"
"島屋小学校","此花区島屋2-9-36","しまやしょうがっこう","学校・保育所","小学校","6468-5991","","","","","","","135.439289000001","34.6778280000006","小学校"
"酉島保育所","大阪市此花区酉島1-18-1419-101","とりしまほいくしょ","学校・保育所","保育所","06-6468-8105","06-6468-8105","http://www.city.osaka.lg.jp/kodomo/page/0000002800.html","","","","","135.443691370002","34.6829335000012","保育所"
"酉島小学校","此花区酉島2-5-12","とりしましょうがっこう","学校・保育所","小学校","6468-6171","","","","","","","135.441689000001","34.6855970000006","小学校"
"北港学園保育所","大阪市此花区酉島3-26-11","ほっこうがくえんほいくしょ","学校・保育所","保育所","06-6461-7849","06-6461-7767","http://www.city.osaka.lg.jp/kodomo/page/0000002800.html","","","","","135.438689100002","34.6811250000012","保育所"
"梅香小学校","此花区梅香3-17-29","ばいかしょうがっこう","学校・保育所","小学校","6461-4700","","http://swa.city-osaka.ed.jp/swas/index.php?id=e541094","","","","","135.455264000001","34.6823720000005","小学校"
"遠里小野保育園","大阪市住吉区遠里小野1-1-31","おりおのほいくえん","学校・保育所","保育所","06-6694-4118","06-6698-5153","http://www.city.osaka.lg.jp/kodomo/page/0000002800.html","","","","","135.4998071","34.6009883800008","保育所"
"あびこひかりこども園","大阪市住吉区我孫子西1-11-7","あびこひかりこどもえん","学校・保育所","保育所","06-6691-0383","06-6691-0386","http://www.city.osaka.lg.jp/kodomo/page/0000002800.html","","","","","135.5071171","34.6054189000006","保育所"
