"施設名称","所在地","施設名かな","カテゴリ","分類","TEL","FAX","URL","URL2","バリアフリー情報","詳細情報","備考","経度","緯度","分類"
"西大道児童遊園","大阪市東淀川区豊里7-32","にしだいどうじどうゆうえん","公園・スポーツ","児童遊園・広場","","","","","","","","135.5399469","34.7463690000003","児童遊園・広場"
"東天児童遊園","大阪市東淀川区東淡路1-1","とうてんじどうゆうえん","公園・スポーツ","児童遊園・広場","","","","","","","","135.517372","34.7341919000003","児童遊園・広場"
"西淡路児童遊園","大阪市東淀川区淡路3-13","にしあわじじどうゆうえん","公園・スポーツ","児童遊園・広場","","","","","","","","135.5128109","34.7387139000003","児童遊園・広場"
"淡路本町児童遊園","大阪市東淀川区淡路3-16","あわじほんまちじどうゆうえん","公園・スポーツ","児童遊園・広場","","","","","","","","135.5124861","34.7392889000003","児童遊園・広場"
"西一児童遊園","大阪市東淀川区西淡路3-13","にしいちじどうゆうえん","公園・スポーツ","児童遊園・広場","","","","","","","","135.5092252","34.7400688000003","児童遊園・広場"
"引江仲よし広場児童遊園","大阪市東淀川区西淡路4-19-21","ひきえなかよしひろばじどうゆうえん","公園・スポーツ","児童遊園・広場","","","","","","","","135.5081142","34.7417751000003","児童遊園・広場"
"淡路西1町団ちびっこ広場","大阪市東淀川区西淡路5-15","あわじにし１ちょうだんちびっこひろば","公園・スポーツ","児童遊園・広場","","","","","","","","135.5124443","34.7421531000003","児童遊園・広場"
"井高野南公園","大阪市東淀川区井高野1-3","いたかのみなみこうえん","公園・スポーツ","公園","06-6309-0008","","","","","街区公園","","135.5429889","34.7629561000003","公園"
"井高野公園","大阪市東淀川区井高野3-3","いたかのこうえん","公園・スポーツ","公園","06-6309-0008","","","","","近隣公園","","135.5440139","34.7655291100003","公園"
"北江口中央公園","大阪市東淀川区北江口2-10","きたえぐちちゅうおうこうえん","公園・スポーツ","公園","06-6309-0008","","","","","近隣公園","","135.5442997","34.7584161900003","公園"
"北江口公園","大阪市東淀川区北江口2-10","きたえぐちこうえん","公園・スポーツ","公園","06-6309-0008","","","","","街区公園","","135.5456003","34.7582639000002","公園"
"南江口北公園","大阪市東淀川区南江口3-2","みなみえぐちきたこうえん","公園・スポーツ","公園","06-6309-0008","","","","","街区公園","","135.5512893","34.7557169000002","公園"
"南江口公園","大阪市東淀川区南江口3-13","みなみえぐちこうえん","公園・スポーツ","公園","06-6309-0008","","","","","街区公園","","135.5537033","34.7532282000002","公園"
"小松公園","大阪市東淀川区小松2-12","こまつこうえん","公園・スポーツ","公園","06-6309-0008","","","","","街区公園","","135.5365749","34.7532031000003","公園"
"松山公園","大阪市東淀川区小松4-14","まつやまこうえん","公園・スポーツ","公園","06-6309-0008","","","","","街区公園","","135.5405418","34.7538171000003","公園"
"瑞光寺公園","大阪市東淀川区瑞光2-2","ずいこうじこうえん","公園・スポーツ","公園","06-6309-0008","","","","","近隣公園","","135.53781","34.7492200000003","公園"
"瑞光4公園","大阪市東淀川区瑞光4-4","ずいこう４こうえん","公園・スポーツ","公園","06-6309-0008","","","","","街区公園","","135.5480109","34.7519889000002","公園"
"新庄公園","大阪市東淀川区上新庄2-12","しんじょうこうえん","公園・スポーツ","公園","06-6309-0008","","","","","街区公園","","135.5310112","34.7479781000003","公園"
"鳩ヶ瀬公園","大阪市東淀川区下新庄1-9","はとがせこうえん","公園・スポーツ","公園","06-6309-0008","","","","","街区公園","","135.518","34.7440169000003","公園"
"下新庄北公園","大阪市東淀川区下新庄4-14","しもしんじょうきたこうえん","公園・スポーツ","公園","06-6309-0008","","","","","街区公園","","135.5178059","34.7464609000003","公園"
"下新庄小公園","大阪市東淀川区下新庄5-3","しもしんじょうしょうこうえん","公園・スポーツ","公園","06-6309-0008","","","","","街区公園","","135.5219609","34.7455582000003","公園"
"下新庄公園","大阪市東淀川区下新庄5-17","しもしんじょうこうえん","公園・スポーツ","公園","06-6309-0008","","","","","街区公園","","135.5234613","34.7469721000003","公園"
"大門公園","大阪市東淀川区大隅1-5","だいもんこうえん","公園・スポーツ","公園","06-6309-0008","","","","","街区公園","","135.5407642","34.7482221000002","公園"
"三宝寺西公園","大阪市東淀川区大桐2-10","さんぽうじにしこうえん","公園・スポーツ","公園","06-6309-0008","","","","","街区公園","","135.542842","34.7483361000002","公園"
"今在家公園","大阪市東淀川区大桐2-2","いまざいけこうえん","公園・スポーツ","公園","06-6309-0008","","","","","街区公園","","135.5437138","34.7457250000003","公園"
"大桐公園","大阪市東淀川区大桐3-8","だいどうこうえん","公園・スポーツ","公園","06-6309-0008","","","","","街区公園","","135.5458219","34.7475330000002","公園"
"東大道公園","大阪市東淀川区大桐4-3","ひがしだいどうこうえん","公園・スポーツ","公園","06-6309-0008","","","","","街区公園","","135.5516693","34.7462671000002","公園"
"大隅公園","大阪市東淀川区大桐5-14","おおすみこうえん","公園・スポーツ","公園","06-6309-0008","","","","","街区公園","","135.5501938","34.7497939000002","公園"
"竹間公園","大阪市東淀川区大道南1-5","たけまこうえん","公園・スポーツ","公園","06-6309-0008","","","","","街区公園","","135.5491562","34.7407749000002","公園"
"能条東公園","大阪市東淀川区大道南1-19","のうじょうひがしこうえん","公園・スポーツ","公園","06-6309-0008","","","","","街区公園","","135.5492","34.7428971000002","公園"
"大道南公園","大阪市東淀川区大道南1-30","だいどうみなみこうえん","公園・スポーツ","公園","06-6309-0008","","","","","街区公園","","135.5517858","34.7432939000002","公園"
"能條公園","大阪市東淀川区大道南3-2","のうじょうこうえん","公園・スポーツ","公園","06-6309-0008","","","","","街区公園","","135.5467281","34.7420361000002","公園"
"豊北公園","大阪市東淀川区豊新1-12","とよきたこうえん","公園・スポーツ","公園","06-6309-0008","","","","","街区公園","","135.5328828","34.7421280000003","公園"
"多幸公園","大阪市東淀川区豊新2-8","たこうこうえん","公園・スポーツ","公園","06-6309-0008","","","","","街区公園","","135.5293059","34.7428499000003","公園"
"六原公園","大阪市東淀川区豊新3-2","ろくはらこうえん","公園・スポーツ","公園","06-6309-0008","","","","","街区公園","","135.531947","34.7435360000003","公園"
"かぶと公園","大阪市東淀川区豊新4-10","かぶとこうえん","公園・スポーツ","公園","06-6309-0008","","","","","街区公園","","135.5369313","34.7442830000003","公園"
"北淀公園","大阪市東淀川区豊里1-8","きたよどこうえん","公園・スポーツ","公園","06-6309-0008","","","","","街区公園","","135.5341831","34.7388331000003","公園"
"三番公園","大阪市東淀川区豊里2-4","さんばこうえん","公園・スポーツ","公園","06-6309-0008","","","","","街区公園","","135.539222","34.7376579000003","公園"
"豊里三角公園","大阪市東淀川区豊里2-23","とよさとさんかくこうえん","公園・スポーツ","公園","06-6309-0008","","","","","街区公園","","135.535478","34.7417109000003","公園"
"野村公園","大阪市東淀川区豊里3-4","のむらこうえん","公園・スポーツ","公園","06-6309-0008","","","","","街区公園","","135.5445081","34.7375471000003","公園"
"大阪ドーム北公園","大阪市西区九条南1－8","おおさかどーむきたこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.475760700001","34.6705921000004","公園"
"北スポーツセンター","大阪市北区中津3-4-27","きたすぽーつせんたー","公園・スポーツ","体育施設","06-6359-0700","06-6359-0701","http://osakashi.opas.jp/genre/indoor/tyubu_kitaku_tyuoku_nishiku_tennojiku_naniwaku/kita_spocen/index.html","","https://www.osaka-heartfulweb.jp/010601.html","","","135.492340100001","34.7105137400004","体育施設"
"扇町プール","大阪市北区扇町1-1","おうぎまちぷーる","公園・スポーツ","体育施設","06-6363-8911","06-6363-8913","http://osakashi.opas.jp/genre/swim/tyubu_kitaku_tyuoku_nishiku_tennojiku_naniwaku/pool/index.html","","https://www.osaka-heartfulweb.jp/010602.html","","","135.5096723","34.7034350600003","体育施設"
"浦江運動場","大阪市北区浦江公園内","うらえうんどうじょう","公園・スポーツ","体育施設","06-6312-8121","06-6312-3403","","","","http://osakashi.opas.jp/genre/soccer/tyubu_kitaku_tyuoku_nishiku_tennojiku_naniwaku/urae_undou/index.html","","135.483656300001","34.7014279000004","体育施設"
"江之子島公園","大阪市西区江之子島1－8","えのこじまこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.484439100001","34.6837171000004","公園"
"浪速屋内プール","大阪市浪速区難波中3-8-8","なにわおくないぷーる","公園・スポーツ","体育施設","06-6643-6446","06-6643-6447","http://osakashi.opas.jp/genre/swim/tyubu_kitaku_tyuoku_nishiku_tennojiku_naniwaku/naniwa_pool/index.html","","https://www.osaka-heartfulweb.jp/100603.html","","","135.4994201","34.6613368600004","体育施設"
"共立児童遊園","大阪市阿倍野区共立通1-1","きょうりつじどうゆうえん","公園・スポーツ","児童遊園・広場","","","","","","","","135.5086249","34.6399001000003","児童遊園・広場"
"浪速アイススケート場","大阪市浪速区難波中3-8-8","なにわあいすすけーとじょう","公園・スポーツ","体育施設","06-6643-6448","06-6643-6445","http://osakashi.opas.jp/genre/ice_skate/tyubu_kitaku_tyuoku_nishiku_tennojiku_naniwaku/naniwa_iceskate/index.html","","06-6643-6448","","","135.4997894","34.6613383800004","体育施設"
"苗代田児童遊園","大阪市阿倍野区阪南町1-13","なわしろだじどうゆうえん","公園・スポーツ","児童遊園・広場","","","","","","","","135.5163581","34.6371281000003","児童遊園・広場"
"阪南西公園","大阪市阿倍野区阪南町1丁目19","はんなんにしこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.512858","34.6372139000003","公園"
"阪南中公園","大阪市阿倍野区阪南町1丁目49","はんなんなかこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.5147","34.6336192000003","公園"
"阪南北公園","大阪市阿倍野区阪南町1丁目23","はんなんきたこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.5150611","34.6367578000003","公園"
"山之内公園","大阪市住吉区山之内5丁目2番","やまのうちこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.5016248","34.5877941000004","公園"
"山之内西公園","大阪市住吉区山之内5-3","","公園・スポーツ","公園","","","","","","街区公園","","135.5002302","34.5890654600004","公園"
"山之内元町児童遊園","大阪市住吉区山之内元町3番","やまのうちもとまちじどうゆうえん","公園・スポーツ","児童遊園・広場","","","","","","","","135.5052219","34.5975611000004","児童遊園・広場"
"上住吉東公園","大阪市住吉区上住吉1丁目7番","うえすみよしひがしこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.4998563","34.6114111000004","公園"
"上住吉西公園","大阪市住吉区上住吉2丁目6番","うえすみよしにしこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.496300300001","34.6107220000004","公園"
"杉本町公園","大阪市住吉区杉本2丁目6番","すぎもとちょうこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.5071279","34.5949419000003","公園"
"遠沢公園","大阪市住吉区清水丘2丁目2番","おざわこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.494035800001","34.6028831000004","公園"
"清水丘公園","大阪市住吉区清水丘2-22","","公園・スポーツ","公園","","","","","","街区公園","","135.491320000001","34.6025400000004","公園"
"清水丘児童遊園","大阪市住吉区清水丘3丁目6番","しみずがおかじどうゆうえん","公園・スポーツ","児童遊園・広場","","","","","","","","135.489616800001","34.5966249000004","児童遊園・広場"
"清水丘ふれあい公園","大阪市住吉区清水丘3丁目8番","しみずがおかふれあいこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.490196900001","34.5975529000004","公園"
"千躰公園","大阪市住吉区千躰2丁目5番","せんたいこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.497197000001","34.6084858000004","公園"
"浅香南公園","大阪市住吉区浅香1丁目5番","あさかみなみこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.5103558","34.5902031000003","公園"
"浅香中央運動場","大阪市住吉区浅香1丁目6番","あさかちゅうおううんどうじょう","公園・スポーツ","体育施設","06-6691-7200","06-6691-6976","","","","http://osakashi.opas.jp/genre/soccer/nambu_abenoku_suminoeku_sumiyoshiku_higashisumiyoshiku_hiranoku_nishinariku/asakachuoundo/index.html","","135.508406","34.5911719000003","体育施設"
"住吉スポーツセンター","大阪市住吉区浅香1-8-15","すみよしすぽーつせんたー","公園・スポーツ","体育施設","06-6694-9201","06-6694-9172","http://osakashi.opas.jp/chikubetu/nanbu/sumiyoshi/sumiyoshispc/index.html","","https://www.osaka-heartfulweb.jp/210601.html","","","135.5118181","34.5918841600003","体育施設"
"住吉屋内プール","大阪市住吉区浅香1-8-15","すみよしおくないぷーる","公園・スポーツ","体育施設","06-6694-9201","06-6694-9172","http://osakashi.opas.jp/genre/training/nambu_abenoku_suminoeku_sumiyoshiku_higashisumiyoshiku_hiranoku_nishinariku/sumiyosiopt/index.html","","https://www.osaka-heartfulweb.jp/210602.html","","","135.5116308","34.5918871600003","体育施設"
"浅香町公園","大阪市住吉区浅香2丁目1番","あさかちょうこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.5076473","34.5900419000004","公園"
"播磨大領公園","大阪市住吉区大領2丁目2番","はりまだいりょうこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.5083857","34.6179561000003","公園"
"鶴ヶ丘児童遊園","大阪市住吉区長居1丁目10番","つるがおかじどうゆうえん","公園・スポーツ","児童遊園・広場","","","","","","","","135.5104029","34.6140501000003","児童遊園・広場"
"浅香中央公園","大阪市住吉区浅香1-6","","公園・スポーツ","公園","","","","","","地区公園","","135.5088229","34.5910095900003","公園"
"西長居公園","大阪市住吉区長居西1丁目14番","にしながいこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.5092421","34.6124058000003","公園"
"帝塚山小公園","大阪市住吉区帝塚山西2丁目2番","てづかやましょうこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.4974059","34.6211860000004","公園"
"神ノ木公園","大阪市住吉区帝塚山東5丁目3番","かみのきこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.4981611","34.6152921000004","公園"
"庭井2号公園","大阪市住吉区庭井2丁目17番","にわい２ごうこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.5177217","34.5938689000003","公園"
"庭井公園","大阪市住吉区庭井2丁目18番","にわいこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.5183503","34.5955671000003","公園"
"東粉浜1公園","大阪市住吉区東粉浜1丁目13番","ひがしこはま１こうえん","公園・スポーツ","公園","","","","","","街区公園","","135.493046800001","34.6224471000004","公園"
"東粉浜公園","大阪市住吉区東粉浜3丁目13番","ひがしこはまこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.492719400001","34.6160281000004","公園"
"住道南公園","大阪市東住吉区住道矢田9-1","すんじみなみこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.5402919","34.6018169000003","公園"
"南住吉三児童遊園","大阪市住吉区南住吉3丁目8番","みなみすみよしさんじどうゆうえん","公園・スポーツ","児童遊園・広場","","","","","","","","135.5051693","34.6059280000003","児童遊園・広場"
"中一北児童遊園","大阪市住吉区墨江1丁目6番","なかいちきたじどうゆうえん","公園・スポーツ","児童遊園・広場","","","","","","","","135.493568900001","34.6103531000004","児童遊園・広場"
"墨江丘公園","大阪市住吉区墨江4丁目15番","すみえがおかこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.494324900001","34.6055749000004","公園"
"万代池公園","大阪市住吉区万代3-7","まんだいいけこうえん","公園・スポーツ","公園","","","","","","地区公園","","135.50365","34.6203100000004","公園"
"第二万代児童遊園","大阪市住吉区万代6丁目8番","だいにばんだいじどうゆうえん","公園・スポーツ","児童遊園・広場","","","","","","","","135.5008608","34.6141111000004","児童遊園・広場"
"万代東公園","大阪市住吉区万代東1丁目1番","ばんだいひがしこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.5078313","34.6217500000003","公園"
"万領中央公園","大阪市住吉区万代東3-1","","公園・スポーツ","公園","","","","","","街区公園","","135.5043233","34.6167050700004","公園"
"南万領公園","大阪市住吉区万代東4丁目2番","みなみまんりょうこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.5032559","34.6132779000004","公園"
"山之内中央公園","大阪市住吉区山之内3丁目17番","やまのうちちゅうおうこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.5005253","34.5932640000004","公園"
"苅田どんぐり公園","大阪市住吉区苅田3丁目4番","かりたどんぐりこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.5176031","34.6017248000003","公園"
"住吉一二三公園","大阪市住吉区住吉1丁目7番","すみよしひふみこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.496881","34.6140689000004","公園"
"山之内北公園","大阪市住吉区山之内1丁目1番","やまのうちきたこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.5048938","34.6006749000004","公園"
"淡路2公園","大阪市東淀川区淡路2-1","あわじ２こうえん","公園・スポーツ","公園","06-6309-0008","","","","","街区公園","","135.5114748","34.7359891000003","公園"
"日之出南公園","大阪市東淀川区西淡路2-1","ひのでみなみこうえん","公園・スポーツ","公園","06-6309-0008","","","","","街区公園","","135.5055278","34.7348061000003","公園"
"西淡路公園","大阪市東淀川区西淡路3-1","にしあわじこうえん","公園・スポーツ","公園","06-6309-0008","","","","","街区公園","","135.5086966","34.7384263900003","公園"
"山口本町公園","大阪市東淀川区東中島1-14","やまぐちほんまちこうえん","公園・スポーツ","公園","06-6309-0008","","","","","街区公園","","135.5028827","34.7317221000003","公園"
"南方南公園","大阪市東淀川区東中島2-5","みなみかたみなみこうえん","公園・スポーツ","公園","06-6309-0008","","","","","街区公園","","135.5049187","34.7275109000004","公園"
"南方北公園","大阪市東淀川区東中島2-18","みなみかたきたこうえん","公園・スポーツ","公園","06-6309-0008","","","","","街区公園","","135.505422","34.7288808000004","公園"
"柴島東公園","大阪市東淀川区柴島2-18","くにじまひがしこうえん","公園・スポーツ","公園","06-6309-0008","","","","","街区公園","","135.5144063","34.7291780000003","公園"
"柴島西公園","大阪市東淀川区柴島3-7","くにじまにしこうえん","公園・スポーツ","公園","06-6309-0008","","","","","街区公園","","135.5141327","34.7308639000003","公園"
"淡路4公園","大阪市東淀川区淡路4-15","あわじ４こうえん","公園・スポーツ","公園","06-6309-0008","","","","","街区公園","","135.5148139","34.7404191000003","公園"
"淀川河川公園（豊里地区）","大阪市東淀川区豊里3、大道南1","よどがわかせんこうえん（とよさとちく）","公園・スポーツ","公園","","","","","","","","135.548469","34.7377468000002","公園"
"日之出東公園","大阪市東淀川区東中島5-6","ひのでひがしこうえん","公園・スポーツ","公園","06-6309-0008","","","","","街区公園","","135.5075032","34.7335862000003","公園"
"南方公園","大阪市東淀川区東中島2-24","みなみかたこうえん","公園・スポーツ","公園","06-6309-0008","","","","","街区公園","","135.5064003","34.7284611000003","公園"
"新駅2号公園","大阪市東淀川区東中島4-3","しんえき２ごうこうえん","公園・スポーツ","公園","06-6309-0008","","","","","街区公園","","135.5055001","34.7320000000003","公園"
"菅原公園","大阪市東淀川区菅原3-6","すがはらこうえん","公園・スポーツ","公園","06-6309-0008","","","","","街区公園","","135.5259501","34.7388969000003","公園"
"菅原東公園","大阪市東淀川区菅原4-8","すがはらひがしこうえん","公園・スポーツ","公園","06-6309-0008","","","","","街区公園","","135.5275563","34.7399060000003","公園"
"豊里さつき公園","大阪市東淀川区豊里7-25","とよさとさつきこうえん","公園・スポーツ","公園","06-6309-0008","","","","","街区公園","","135.5396613","34.7443579000002","公園"
"菅原天満宮公園","大阪市東淀川区菅原2-2","すがはらてんまんぐうこうえん","公園・スポーツ","公園","06-6309-0008","","","","","街区公園","","135.5294831","34.7383171000003","公園"
"和合公園","大阪市東淀川区菅原3-2","わごうこうえん","公園・スポーツ","公園","06-6309-0008","","","","","街区公園","","135.5251827","34.7381920000003","公園"
"菅原西公園","大阪市東淀川区菅原5-1","すがはらにしこうえん","公園・スポーツ","公園","06-6309-0008","","","","","街区公園","","135.521436","34.7392251000003","公園"
"菅原北公園","大阪市東淀川区菅原7-9","すがはらきたこうえん","公園・スポーツ","公園","06-6309-0008","","","","","街区公園","","135.5233211","34.7422548900003","公園"
"東淡路南公園","大阪市東淀川区東淡路2-5","ひがしあわじみなみこうえん","公園・スポーツ","公園","06-6309-0008","","","","","街区公園","","135.517333","34.7358500000003","公園"
"東淡路町公園","大阪市東淀川区東淡路4-24","ひがしあわじちょうこうえん","公園・スポーツ","公園","06-6309-0008","","","","","街区公園","","135.5203998","34.7385751000003","公園"
"淡路公園","大阪市東淀川区淡路5-14","あわじこうえん","公園・スポーツ","公園","06-6309-0008","","","","","街区公園","","135.51587","34.7427700000003","公園"
"須賀森公園","大阪市東淀川区西淡路4-17","すがのもりこうえん","公園・スポーツ","公園","06-6309-0008","","","","","街区公園","","135.5067","34.7424200000003","公園"
"日之出公園","大阪市東淀川区西淡路1-5","ひのでこうえん","公園・スポーツ","公園","06-6309-0008","","","","","街区公園","","135.50369","34.7367200000003","公園"
"日之出北公園","大阪市東淀川区西淡路1-12","ひのできたこうえん","公園・スポーツ","公園","06-6309-0008","","","","","街区公園","","135.5047941","34.7381440000004","公園"
"南港中央テニス場","大阪市住之江区南港東8南港中央公園内","なんこうちゅうおうてにすじょう","公園・スポーツ","体育施設","06-6614-0549","06-6614-0825","http://osakashi.opas.jp/chikubetu/nanbu/suminoe/nankoct/index.html","","https://www.osaka-heartfulweb.jp/200604.html","","","135.431961100001","34.6310170000006","体育施設"
"南港中央野球場","大阪市住之江区南港東8-5","なんこうちゅうおうやきゅうじょう","公園・スポーツ","体育施設","06-6614-0549","06-6614-0825","http://osakashi.opas.jp/chikubetu/nanbu/suminoe/nankosb/index.html","","https://www.osaka-heartfulweb.jp/200603.html","","","135.431117900001","34.6318612500006","体育施設"
"南港中央バーベキュー広場","大阪市住之江区南港東8南港中央公園内","なんこうちゅうおうばーべきゅーひろば","公園・スポーツ","児童遊園・広場","06-6614-0569","","https://www.nanko-btb.jp/bbq/","","","公園や街路樹の維持管理","","135.433675100001","34.6320359000006","児童遊園・広場"
"野鳥園臨港緑地","大阪市住之江区南港北3-5-30","","公園・スポーツ","公園","","","https://www.city.osaka.lg.jp/kensetsu/page/0000460774.html","","","","","135.401464300001","34.6354054700008","公園"
"蒲生野球場","大阪市城東区＜蒲生公園内＞","がもうやきゅうじょう","公園・スポーツ","体育施設","06-6912-0650","06-6913-6804","","","","http://osakashi.opas.jp/chikubetu/toubu/joto/gamoyakyujo/index.html","","135.5446112","34.7041781000003","体育施設"
"関目中央公園","大阪市城東区関目4-3","せきめちゅうおうこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.5503858","34.7102939000002","公園"
"西関目公園","大阪市城東区関目1-7","","公園・スポーツ","公園","","","","","","街区公園","","135.54784","34.7085700000002","公園"
"南関目公園","大阪市城東区関目2-4","みなみせきめこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.5505253","34.7071831000002","公園"
"蒲生公園","大阪市城東区中央3-8","","公園・スポーツ","公園","","","","","","近隣公園","","135.5447903","34.7041626200002","公園"
"蒲生南公園","大阪市城東区蒲生3-2","がもうみなみこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.5422471","34.6984061000002","公園"
"新喜多公園","大阪市城東区新喜多1-9","しぎたこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.5394282","34.6972001000003","公園"
"蒲生中公園","大阪市城東区中央1-3","がもうなかこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.5416751","34.7007809000003","公園"
"鯰江公園","大阪市城東区今福西6-5","なまずえこうえん","公園・スポーツ","公園","","","","","","近隣公園","","135.5519267","34.7040316000002","公園"
"鯰江北公園","大阪市城東区今福西5-13","なまずえきたこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.5486779","34.7047568000002","公園"
"中今福公園","大阪市城東区今福西2-8","なかいまふくこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.551519","34.6990413000002","公園"
"西今福公園","大阪市城東区今福西1-15","にしいまふくこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.5492304","34.6987300000002","公園"
